title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
ネコイチ(Lemon beads Remix) [Castor],st8,000ea160740d2bb27d0c0f5a14159f4f,6d00c418b106f2e3fb2726d02f3323e70be0be8a501395e1e2f9f6568b97729f,1.977,4.252,1.615,True
dolls wish... [EX],st4,003cdfadaf22dade9cccd3ae0d814317,bc6d6644cbdf9901e740dad0e503356157feb44429c10ecbe0d28423d8f154cb,0.841,1.684,3.369,True
Ancient Memory [MASTER],st3,00bce21870fbde432759b6f401b7c0fe,1a7b8581b2ba648b8a7946ee4f398af988e367eafc7e72e0beb1d24b1c4b8b69,0.727,1.197,4.456,True
Luna Express 2032 [Star Rail],st3,00f4e7507eb94918364d0c714161aad1,02ee7d032116f33cd992025664f0653075149677bd5fcad178325693170ffac2,0.009,1.252,3.107,True
sweet pop [not sweet],st4,00fc1a4e00ecc77789cbc822962c3eed,f5faf5f37f25c396e94b87af6cb711d7ac311de99a4e08d4de1bbfeb9e7fe5ef,0.713,1.316,4.213,True
Celestial Axes  -Genocide-,st5,01873b044711a754ec884afe5469d3cf,a786b81343789bc2241d0957b1b4e8a86e7e47fa59aeebf143d91eb820c679c1,0.888,1.915,3.561,True
Kafig [Trennung_fixed],st2,01d6ea667d9d87c4d5a7e939adb80647,5cc0bd8dfbf2657fd2ad2f7a9eb8a8945424192064af2a9fc21bb3bb0a816029,0.105,0.724,4.635,True
Agilion [OVERJOY],st6,01d9ea966de753dee21609a2b69a68e0,8e15ff6049dfc3dd127d6576fcbe040c3ec50c17c1103969d5d81b89213d78ec,0.989,2.071,4.454,True
HOOKER [Gratte Ciel],st1,01e0d67a5ba44cd57168ede127bfba3c,3c7643fd163be823fda722c89e0b3ed9db33497468293dbeb586f3b49952cb24,-0.379,0.095,3.879,True
Icyxis [SUMMIT],st6,01ece23ddfa61274bf4838795ff72a5f,68055006ca4b322fc2666c2a021a2a44e351a9f969fa136e23a9931ffca90b89,1.175,2.271,2.424,True
Buuuuuuurstraffic [Other],st9,02580b5c353eac65db38470fee32bd4f,09ca3c2b352dda20162fcff0f1557ee6c3d1cca69ac104974442d9ac1a2e8249,1.896,5.488,0.878,True
Flavor [Hexagon],st4,02a2aee824b3d0bb1c1d55022f8e8d5c,2e432127da80bbcae1fbc63d61ad106134ed3e347a5dbfddedbbbb0c0011a7d9,1.059,1.703,2.688,True
endemize [triumph],st5,02a3f3b4707f863469ac7c67e12e9365,515e7fe7402ac01f06a3a88922c0b7dde6fcc79acef3495ed3041b007ad83d5e,0.801,2.413,3.163,True
Angel's Salad [REALISM],st3,02fd0a7beaded078d6c68ae4480c5908,b7e0f2b0772fa491466c597b94d47696dce4a48d41eba39f28a881d6657a0ad5,0.026,0.821,4.027,True
Romantic Children [死の少女],st10,03278f98734a370dfd340a766318f22f,1c0555d5c9a26ffcee9885b6f957fa30ae67b57cd025b4e8c095a3220f87e31c,2.703,4.737,3.153,True
Lapis -The Heavens Remix- [Reminiscence],st2,035eec9c7964ebea27c4163def2453d1,ff923c98d8d7707fab65514c843532fab5ee77db21681a41dfc6dca9b7bb274c,-0.172,0.632,3.192,True
４２２ [Cupido],st9,0397367543e53c1aa02daa037d886b99,7ea0dea0839e45c154604e76b053351c48e46aba550ef8626c0dcd16908b7b06,1.903,6.031,1.318,True
Signager (mania7),st2,040e60aa93b5541a64a931c8c25f401c,76cb19dec68b444ac4821a3170be394565863ced5c9df09056c8018e111cdfd4,-0.413,0.294,2.709,True
Deublithick (CosmoCramp7),st11,0466e59234c1e5998b1e114d38bf858a,05cb40e5a7dd487e9d545ed8d1ebc4e4b879edeccbaa59b9066a8b8cf4983fac,3.253,4.253,1.803,True
Alicia Story,st7,048a48b58695b98537fd0a33ef1d17fd,992942784954ba42a02a73b5ee42f247d8486a571f4149c576fa6cf11c6758cb,1.753,2.418,2.322,True
Deublithick [INFELNO],st4,049accd5306faaa7c668fab8b17e10e1,8e5b47522c32dd82f3485167b8f9bcdc5cdc3b86f9c9c797eb9661bf3afe5d4f,0.665,1.418,3.132,True
SAKURAnightmare [LostPetals],st1,04a3d255faa0debb2c3c22841aaafec8,78725fa17a2aaf2767477df3b6ed2e1bb8031f91c44a0fe38a7b297f0d0236f3,-0.280,0.450,3.508,True
cold planet [Hexagon],st3,04c5a8befa2174379f4e1cfa32c94c17,8b34f1083dd453029e9a77b172045f81aa5ea7612884669fe566a199e4364fe5,0.149,0.891,3.722,True
"Crimson Liar(""Sadistic girl"" Mix) -Nightmare-",st4,04e3d569f934712e5511ddd69983d49c,67090c0a2f1b26daeeb243e54e95ef6339c5c248098b9fe8a1ca1769aef6f1bf,0.946,1.786,3.268,True
Luv of Magical Delay,st2,04e71234b0ae37587c6725ada4179c08,b9aa918f5944db705f7970fe3d67ca6ced42bc33b5b1ba28031cf8222dc78278,-0.132,0.198,4.083,True
Demystify Burst [BLAST],st0,054252c80fe3962826909cfc517f18e9,a92cae940ebf845a0adbb75164648277a1d379c2aa846bef0ea04157547fa559,-0.824,-0.235,4.840,True
dolorosa melodia　 -EX-,st1,058166279df278ff728ff04067a83aa3,2bb2c17a2fa55a89606c5c55a0c72c94e383479abbf09574f4241d4fd0032a1a,-0.146,0.505,4.774,True
The Grinder [God],st2,05a453b0d8777d9233827b79c4987438,60358203fe615817511db6078b5e940176c0c2a84cc4a7fe531d1a49ac3f53d7,-0.480,0.534,4.090,True
リクロスフェイト [INSANE],st6,05e493cef2ff307aba146c8cb3be8ddd,8c0cf37c0a97fc90223169448a4937b6b107af82a7bb1cdbd6b2684d9775d0d8,1.036,1.825,2.870,True
MIGHTY OBSTACLE,st0,05f93d54b6a4441b38ec5b3312aa19f1,7e56e7e36726b3fdd532454c5bb406ee4128d8b3fc29f383ec2e2e296fc91b89,-0.820,-0.251,4.589,True
CODE-F -soar to the Frontier- [地力],st3,0638c5aaa79a3d748eb6d49f9d6ad1b2,e5cae5b5a724098717a81211bc148547551815e6d5f87fcb59f043c1b66c9c8e,0.295,1.087,4.616,True
T.S : Terminal Strike [GOD],st1,0662edd19b430266883c92a0345e54ba,ac3169d0da3787d2cf6bb7f7dc9a15436ebf59f451c5cd3a08d3366deeda0f26,-0.360,0.498,4.003,True
Written in the stars [Stellarum],st1,06991c7bdc221d6edc030fcfed2bd934,816fbedd5bf432c0acace921641e31ca3cdc09c9368d6134b36883618d7cf20c,-0.465,0.334,3.940,True
Alice in Misanthrope -厭世アリス- [INSANE],st1,06bce609c001cfd7ecf1b28a513b9a6c,eb5200dfdacb755f22f33a2e98d84eceb444d68a7cac6416f18545daf71a9c09,-0.360,0.428,2.998,True
8bit Adventurer [Epilogue],st2,07254a7724162b02312aadea3cb76433,af00c9343c1428ffd77898e8a341d96aceacc58708d6ed8531379663554b671b,-0.041,0.953,5.059,True
Falling in LOVE -非実在ラヴ-,st2,07731f244734236f90893c71d9652873,08beb9a91a8b77781be92c4a346da2c0e4dea93c725ca48c1f0e691ee9883cc3,0.157,0.559,5.191,True
夢、幻。 [INFERNO],st1,080f9c36fca8e43b7fe686254404b851,c36439440600312125f135a37c6f540a9617f90b632995c1da060d3ec9a69c44,-0.572,0.012,4.852,True
LaT [Buster],st8,086d4722e83aeaa818342a989335d31b,75c74cade02667e2a4e01f20ce9ae27773be5aa14bcbbe74626eb7304cda8677,1.706,4.034,1.459,True
Disorder -Despair-,st2,087f77e584f4d0e3cca833e4a868ab19,78bb67cd838086cdf6ef71c219a45abcbd3f3b2c18f53908ee844a7067e12f11,-0.562,0.447,5.666,True
Wicked plot [^v^],st5,0891e141ced4a92903459947e234f296,75bd1c77ad8b5b4c67725db6b70d56b3dee919a08c072905ff640e0d6baa2ae2,1.169,2.265,3.415,True
Tears of the Sunrise [No More Tears],st7,08e499d3c49724fee3b1335708e4f208,15c9584a5c897dd7ef17117e2553b31b4168c41dff05d79b9fcaeb3ff4255b11,1.993,3.174,2.546,True
Luv 5 Dancer [Last Dancer],st7,08f05f4a70d1e98e8f381fd17a7163e7,cb71972d841893b7d4b32472b83dad45d4f0791794995d8aea44636cd84ced57,1.695,2.544,4.608,True
Materialize Anything [Ground Fissure],st0,091e742ab34187cb2cc63f461f1a80ca,f72201de1aeddcefd8da6220be0ddb8ea9def7cf8cedb6928baffaf186f23fba,-1.028,-0.433,4.459,True
BRAIN BREAKER [INCENTIVE],st4,092512fc826da66f52b9144b9632a4a3,da0008287b02adda42295a8cbbfc572f0931d32116a03207b6fb8a6d983525e2,0.774,1.932,3.461,True
squartatrice,st2,093528a97ffd1b755a9ffbe8a483c218,3928078cba47cb2cfcf759b7cb9ea687861981f274d2bf1a6a3dafd412840b07,0.047,1.125,4.158,True
DiSASTER UNiT : CODE_NAME_666 [There is no reason],st4,09515c9ba455064d63883cab5f01f079,15950d0ceefb016310db1ee0403f6950fc1bec1c62fce54a83d9cd5213391c8f,0.423,1.727,3.548,True
Calamity Fortune [INFERNO],st4,096087f9fec3c8f065912682314e3496,ff2f8d4421b133a35731d46c03cce5671e6cdcc0b0bc35d8ef4629259bc7c0ec,0.653,1.290,3.832,True
性的猟奇的無意味 [7key_Death],st3,0991c218a17e1a2f26d31d7a719f1e0c,21200a7c0236596a0137254b5f30610bd941eb3b0048e49542fcaf9254505ee4,0.158,1.178,4.445,True
Faurie [INSANE],st5,09b6324e00251acf3ba57c1437ac08fe,1ddee3ef8f6c3839d90e40946d72ba40cdbaad4621c2948871b6483199d1ec45,0.962,1.925,2.854,True
Fancy-Sky Trip [Delayed Flight],st5,09e1c7866bc30fa74e8ffb9258aa2c73,c2a092e06d2318b3464293e7a3eedc2573fd1e4bf9e00ec2f05f31dc300c23ac,1.024,2.168,2.123,True
not 桜 (KOOKY),st6,0a2ef1a74e2bf188bc129066c95b6e86,c8d7cd9c3bb6d9cf0cba8d05bb77e26f53c42f6e39eb86384b529aeebd14fa7a,1.499,3.475,1.351,True
Problem Bonker [Hardboiled Shot],st4,0aa7b30918952be4b610623b98a12bb9,f1421a773da8bf8228eee8ac660e9f2e4fe48f1cb6bbdb61a92b639448309c8a,0.751,1.895,3.834,True
Baby [prologue],st0,0ac40f18fbad45601dba5a110741c6f3,14c37f310047cd28cb2431fbf4bbe7b885f07dc81fe20ea9bac0233f21d74f3c,-0.497,-0.136,3.628,True
God Morning [Maryther],st4,0b3382d2bc20ab4ae70514a89c8d8ba0,b90b01b5a3f96e52037221dde699a0f88089e287a7fc422e3cc7266ebe7f6f7c,0.536,1.924,3.891,True
Disco☆Girl -踊る少女-,st1,0b518dd7b6e46c147245a7b9d4a6dcc7,13a628803e3dacec7d72147e1f443a1bbb8dd10980e11ef3e2e281bf7cbac3ce,-0.381,0.171,3.918,True
少女の舞葬 [No_more],st3,0b5f10cc5b6ee23dff60442b4f0ecd36,f1316849cfbd246a48927b99513484cb0117619f9e43b9715ab3368c4757b2f7,0.163,1.033,3.582,True
Luv of Magical Synth [LuvTek's Magical Sabun],st3,0be4d1d469fab7326850e5273200f855,e6020873351e754d3aadb92ea1d79814e462e73cd857216062ae8c355715fd72,0.282,0.686,3.610,True
La Tierra de Majestad [Rampage],st7,0c1e50a9d36705753741071c1daa8797,f69e77bded2f89a8bf9cd5b7d61372eab27465dbd3e59abc3b52f3a8e90e4c69,1.933,3.828,2.761,True
NS18 [Plus],st7,0c44de22eaf1ac81895773e217f48ee8,201d8332ce10e339ed5ef90ebb84ab7b16cb4f02e88625e92f327e017381a065,1.860,3.031,3.331,True
-雪月花- [Hexagon],st7,0c5a038e9fedb4c799051da04b3925d0,84f76ee231e66c57808e10e87b2b0fd89400616365dbe8f9e494e90c1b28c8bc,1.588,2.498,2.211,True
Schwerkraft [もっとすごそうな譜面],st8,0c62c987bbe7fb2a39657481793de771,eba8dbd0b4fc23a4412655fafe6d7a97ec459efdfa760920492a41ccc723eed7,1.761,3.881,3.192,True
[line:theta] [HYPERLIMINAL],st6,0c743a2d771c22f1d7a45e40a299c454,b50da5f813bcdb943772a8611dfa266d981070db04ce117deed5d1ef25806073,0.689,2.124,2.284,True
Marmot [END],st9,0c7533d519a04b76007fe0fa42160997,0ece8b35b31693c8499f8ec0a8955214f3137cbfc81702fa2e1813896292814a,2.473,4.493,4.170,True
Miaplacidus [Beta Carinae],st2,0c87bfd3bc66f7af4769ee6e1c76c882,534850523507a52926175f84751621815ade832d3f675f2cb2976287ba501de9,-0.215,0.292,3.374,True
でじこあ [MANIAC],st3,0cb2464f1b4d8a8f401b26e3cdd45e47,427076bd1d41b9ec90434e4f3e36bf1a991421fab59f5da5075cc6b606d2d26d,-0.007,1.298,4.767,True
Adularescence,st0,0cca056c997d6a90f5873b2998a36138,77fe150d42115a51ca82fbab97f14768b36af1210abb0550f33c9031bf37c90d,-0.557,-0.043,7.945,True
Sparkling☆Sunshine!! [ShinyStrike!!],st3,0cf1494b944bcb738e0e9cccf8f07609,55c3ace62881e99e5bb9252f12e5a208e6e621f7857a91f735b2f0856cdb9593,0.028,0.946,4.641,True
onion ring -7Key Clover-,st0,0d0114b144a52ddb64766e234cd2aaee,9ad082495c2709b291f4ddbae86e0a6a499e5bc600c2dfbab057cafe48de239d,-0.648,-0.036,4.387,True
G e n g a o z o -Screen music- -Despair-,st4,0d2167c24de685d7ba965301eb5b3d76,32d4900e5ddd4fe6165dc52ab0e20d76f5b7748987a57d04a5127c3c4f4e5231,0.909,1.740,2.816,True
Rosali [MARYTHER],st3,0d3aea49ee8b587b763281182046bd46,6801b4f3672e6210c8137ebeb263c8736dc68e799fb8fe1f8d17a6091b3629e3,0.651,1.408,2.717,True
Berry Go!! [Bitter],st3,0d3bb37d7c64cfe6d89653ee95169a5f,958c2b7e3bed6ec92673b96ffd36bdcfa64620c5990139ae81c0e3eea56f487c,0.638,1.451,3.139,True
TYR [Nemesis],st0,0d5d3ab9ce8bc463d51b5e1fd00c82f8,81bcd8220835b0d50d2cf7d1f15f4fb726bee4ac09f0c880010c02e988be52aa,-0.818,-0.211,4.396,True
black opal [Pentagon],st3,0d6e7a4bb86fc4019f91e177309c1d61,6fe4fb4268e5e6eedac99ceb26dd5b7672ae5adb0069d391514d64a5ae75ebad,0.016,0.689,4.686,True
Road to the future city,st8,0d7cf94b2091facb93864156ade63ea9,dce68ef37e0436a4bd9d5406d9261499ea0355a66b3a4ca5116fe2281f9eeb11,1.794,4.231,3.400,True
Hammertime [HEARTLESS],st8,0d900910b4e5abd0719ac885f853c136,21d40768bde63901761cb2eb830d1bc2ff8e4d0de9526a45495fce5fdff3c6b5,2.029,3.620,2.118,True
Lie to Me [for some reason],st3,0dba774ac0842ce16862a81ed97a14e0,93ad8d244e178fc0e1773053a40f105a5c520edfb649bb797bdcd1d6e05058df,0.450,1.067,4.431,True
恋に夢中 [N/A],st0,0dd5f5613ff78ef11f04ea22da59698d,92a87185dcc23bbe094df63abedf3ab105cbc412c9a821bf772620430bd34e82,-0.825,-0.267,4.445,True
音弾超人ゴリライザー [ステライザー],st0,0e1e496945f9f1b7b55f46cff48686aa,dff3eefbe205d82a2d36b7bcf0973ac076ed79b0b4b0c5b717bbe4dc6b23385b,-0.965,-0.059,4.460,True
Armageddon -Eclipse-,st2,0e4c0450550b096de606cb1233658ad0,233675354bf303970ebea28d8bc4cc822ff0284834a2875e39f71a4d47c1a027,0.003,0.791,5.493,True
にじいろクレヨン [GOD],st4,0e9e71da1f89a803d60b75319b21b9f5,c4821547e4008bc523858f172e456e8781c002de2f3ff643780257984d23f715,0.198,1.281,3.089,True
START-RESTART -O2therEX-,st1,0ebe1afbe14c578a694184390d318dfe,9d07759e7effb139fb6c749ece24ca933cd7d0e189f165eb8a837039552fff3c,-0.338,0.221,3.426,True
Leonids -Eclipse-,st3,0ec589043f9527e1290b8cdcce1d8d71,b84d640b8180787db8d74dd9815d4183f28ce65ca9c582345c1dc6ba1aaf6e54,0.158,1.306,3.844,True
Andro [SINGULARITY],st10,0f63a16ebba37923ba4d2ef8039fef18,4afafa2110f3c88f88fbe24fdc92619951fbb3d3459df9ed83e8c46ca8af2464,3.822,4.822,2.612,True
Lambda Driver [EX],st10,0f744354fd09321a82ef2a287029e0d4,fc106abc78195f73de858128f68c81e346bc711d7881c9de19b17e3abacebe6b,3.757,4.757,2.426,True
Once in my life [Kaiden House],st1,0f8009c475de88d1fce903ffb0824f44,61fd53da6919701a563c72e922f40f23663355e83709666df84153e4a7b03bc8,-0.419,0.250,4.098,True
VG (Radio Edit) [ATHLETICS],st5,0f84e921baf2887b2ae6b7e2d8f7cd91,e4c395f7813ccaccbc894f9df6eadd0565d62ab009e2079a5a30f7425f425b57,1.250,2.495,2.188,True
glorious red - 赫月、黒陽ヲ穿ツ - [yumether],st3,0fc81033a391b48872b689ce0836e24e,c4d5d04db1b3a5a11112e27ebbbe0b5cd9b398bef7658f9b8ae352460109ad11,0.389,1.283,3.561,True
Lu*nya*cy Act 2017 [Lunatic],st5,0fda6555e8f6d19087d9a1f1d934fe12,c6b07de2ecc878ecdb336ff7cec81d6d1a2fe12d165959822d003b3d78a4a14a,0.762,1.593,3.370,True
ametsuchi [Hexagon],st4,0fe38c3c1a7b5f341555dc9180e30471,921f4641cc10871c24f5783758c592440fc558490f1725de17aa5ea5227a9e67,0.782,1.238,2.810,True
Highly Responsive to Penor Stimulation [魔界入門],st1,0ff88aed13ca2371d298ccd41c1fc8b2,4c90fbddfd8d8638f0122a949bb1115637cc8adcff44c16c35e86f067ba0e985,-0.235,0.434,4.657,True
BLOODY ROSE [Unfulfilled],st4,1088fa714225c6d1c779f9c1f45ea78a,904b461463747ead8998370363e793ddcd27c6816c982c2a29fdd3f445dd15ea,0.535,1.094,3.735,True
雪色夜望（BMS Edit） [whitest],st3,10b4f116f4f4140ee977e0bdf788e55a,f22dc7446105e708c01c4c00907b8793b860c8610669cb89ee149c61fe57b7ae,0.257,0.601,2.578,True
恋愛シンドローム -ふしぎなちから-,st1,10d392fa0b8a455a885c0a3eb69c94d6,127d4219eef74567385395ffdbbea7d15d31d6164c4ad89638e0fbba668de5eb,-0.402,0.169,4.932,True
No namer [Hexagon],st7,10e2f934e3acd5434525dc305632680d,3f50b988e87dc9f9e9c53a80e2bf77412c3b257e127a782e4678e3c562fe8196,1.254,3.055,1.830,True
PukaPuka [BiriBiri],st4,10ecfb1f353c5884b58cd100b15a8b94,cc049d4bba8e67ca5ec10982ab4fda19f64691a7e21074cbcdf84b5af952d2f4,0.355,1.428,5.557,True
Non Return to Zero [Manchesther],st2,114b4492720dde14ef1a4abb3fada1d1,f7dd0d7507d814bbdb31915149b4d3bf223a57b06b79496dff2b197dc23382f5,-0.340,0.733,3.854,True
Groovin Groovin!! -Illusion-,st8,11906c4d8afcb377c7b7a0a611a6011a,22a1849f011350753df61546348b0293ab1f67b102be5e8229f5b0ee9cf2b8ca,2.071,3.973,2.269,True
Ladymade corestar [DELAYMASTER],st1,1197f152dab8ad0d4485c2f5d6efaeaf,e82f5ccbdab3585c08161cc491c9672e15007cf7e6628482c8c636910c0241e0,-0.542,-0.012,2.859,True
AGNIKAYANIZM [FORBIDDEN RITUAL],st5,11aa108618b56cbf5bbd26b54d43e4e8,66e155d00c9241d536ae8a436b84c3972280b6fc7835474c6de8ef309cebed31,0.759,2.076,3.954,True
Sound of Monochrome [False Delaymma],st3,11e44f28e9d6b7037f34f1185765a25e,33a04034eec8d5554e4476f6ea53569b65f7f51c31af028e88a4ad69cfb516fe,-0.146,0.734,4.418,True
Harmony [PACIFISM],st0,11e6fd2beba2a24713f81c37fc6a9c53,a70c6aa7627725486df5d0561d17d2e42d597a8dd523d5fa0cff6bf2fd2b590e,-0.590,-0.196,4.918,True
CrucifiXus [SP PURGE],st5,1200f95ae9a9b4c2b6915f76b7b1e597,74c0596106ee0e4d9e84cb30d2c646ab06bf1aebe275f28adb255ca80cf447bd,0.705,2.529,1.841,True
Akasagarbha  (Ｔ)貴公・・・,st3,120f538339bb06f4efac7c28382974b1,f10ba304369dcfedcbcd0ae2bddfe2857ea4b02d5e9d7324e40b62ef9c84693e,0.245,1.128,3.627,True
Evoltex [Eventual Epoch],st4,1224830aeab9f9e0a8c967a19b04d4bb,507cf3182fe8c4ca844b5e725cb514829901d929c81fef7541d11b1dcd985a09,0.449,1.322,4.376,True
ココナツ・アバンチュール [Hexagon],st2,1278a7f680f3438cf5c753a5637e6e7b,eef72d9372357b611e89029afa236a4b5453b11d7e6d990788f52c26fec58ee4,-0.058,0.845,4.107,True
aliceblue (Radio Edit) [Daintiest],st3,12820816c37bd5dd1500e4232ebb2297,49f787f72312867816d8a61eda9eb626699f44ac3c1bac5c22c7b924c04e6718,0.493,0.984,4.383,True
イナリッチ -midnight-,st4,128d9f5885624da74a56c192dad41e5a,a48862e897e1731a5435093a10992f845d43f049c11a48d4ebefbefcfa07ca65,0.287,1.394,3.519,True
踊る水飛沫,st5,12cfe502028ae76478d4349b388b45c3,55e9a48637ac2aca43f45b0a263246a634c4b92bc51aa52ba775c68a5fd53865,1.033,1.451,3.420,True
Servus Meum [Maryther],st3,12f1ff3a45f0ecc3e1cfbbf1be55e6d6,4b99452c7f7cc999bef2a48db163ad359ebcb0be4558e16e84b59c41e5548f6b,0.441,0.937,5.716,True
Unleashed World -Ragnarok-,st8,12fd96153a125b9a587fe58e1305e557,ff058755444c1ef561b895ec22f41b8c6ea2283d73ca8097ee923d6ce586bd38,2.346,3.286,2.151,True
iRELLiA [Last Paradise],st4,12ffd409b8b337733937ff860f71dedc,08a473998acef03f9252424ecc8a4f0517d2aa68cf94c7fa168063057f32f038,0.435,1.384,4.020,True
Reason of being [INFERNO],st1,1342a07e38a6ebdef32a827a81b0f065,112a7534f73820ed4c3934f825dcd1500da5b3eb6b859a5f069e7b32b5c6a12c,-0.505,0.414,4.181,True
デネブ・コネクション -Despair-,st0,1388f3f994d93c25b1d550c8cf05dbbd,90e97efc2c51c7c07ce24a268e25de1e9bae3198ae20afcce3fbe55f71abc1bc,-0.819,-0.150,4.228,True
horizon [Ex],st2,139e276ecc7da4f18947bdc240d26415,9c8ee83e6c91d4cb5239d02d2f6c21466358a951908897a8e59b9d3a1ee8daae,-0.151,0.505,3.931,True
未来のコピヌ [Apres la pluie],st5,142cfcfca6917f6d5a9efba5ff1ea524,534aa90bcf1422a409da6df05b8c04bdc2dd511cf9fd01e279cbec728eff50d7,0.667,1.953,2.676,True
確固たる意志 [INFERNO],st3,149da54b5d789855bdfa3692c026b3e3,b8fd579078cc8cf36f637115301c929eb54d2de5ce1401ea76f72372d18785f7,0.290,1.138,4.143,True
Kaleidoscope [FLOURESCENT],st4,14a30eaad70ffdaf168f7ecb562e158a,f0dc245e381afb0b8c35381d7792ce9a1cefe966b4944a49baea8e5261ea4c6d,0.906,1.256,3.865,True
EVERLASTING HAPPiNESS↑ [CAELUM],st3,14ac44cc7af1ecd7984b4ef46a15c632,33556ce3e2c13d96782186a9d3063c5a17e27407a6eba47d8aecae2c83fb5c5d,0.244,1.438,3.275,True
Kung-fu Fantasia -メスガキの穴-,st4,14b2f64be212924942065acfd7014c6f,82a23c5cd45f51f8464cad429775761087e28fa108c52f33cff9c054b9fa585f,0.235,1.035,3.170,True
フロンティア↑↑エクスプローラー [Frontier],st8,14c8320608ce1609a8824558cdd64631,ee5a564bb8c24ce029e78c3a587bc75e36246f267345b3f81ea87e79034a7dde,1.726,3.499,1.754,True
Get the Pride -Xe-,st5,14e294a3859dc242034e9fb37006909e,13858026ad8326b11c07afa4b507ec416cb2cf2b1c6a7f9d0d6cfa2a9194f255,1.167,2.079,3.110,True
Alicia Story [po],st4,1570202b5ea4c4d2fcd0d85185a095e9,565bf7d3b8dcf71f1cfcdde30d6a9ac00e93da9bd734c1b6e11c7acae504b2b5,0.559,1.289,3.112,True
雪月夜鐘 [widest],st4,15776e800950c625edcc8a026a482f1c,294023394afe9a99a1ba0153a4613883711c41e14ffb9233bfc34912150692a6,-0.162,0.517,2.063,True
Head BONK ache [CLUSTER HEADACHE],st4,1582787258f430961e6a3245454def5b,eba5a43114232f934672c16fed572078f3e88ae2f399db2f09639afaa6b944fd,0.643,1.615,4.529,True
SEPIA -reminisce-,st8,15cff55bf011ac0542b19f9b113d2c92,d4fabfdfe1b8cf7dc2315859508a19c20f10f6dd6271997bb0795a8a6c4817e7,1.963,2.839,2.494,True
Love☆Spellcard -Last Word-,st1,161322732afc1a908920411562a81e84,6271c00aed8c1fc21280ce95ef6f4239e70e33f7a06bc903e69958e08798f4b8,-0.131,0.588,3.973,True
Blooming Jump! [Maneuver],st4,161d264c8c0b2c554ddf382713d5dc68,563f90ba8064b716119c30f4d13d25273c880fba496d991db116899db0fcd18d,0.614,1.363,4.219,True
オトゲラヴ！ [オタクキモ！],st2,16c1d8552e7e47d0dc14079cb4954847,6340a0264db6c1626632bedc1aab5b9ed5437bb029c5d83ae8864345b9eb43f5,-0.356,0.849,4.108,True
BLAZE YOUR SOUL [SP INSANE+],st0,16cd1f53375a658af0b4f37993ce2b94,1817465844eae4b0b3448ae26b7fb2f28cb0bd5b30682758eb38d44709213eec,-0.536,0.200,4.270,True
Catalinesie [Lunatic],st0,16d093e99822d1bc7bdc8a0f79c2ec9c,61a769b73abae01347570a1e1c188b10afb1489c9f421e98bedd9dfbdf3717b7,-0.631,-0.080,3.975,True
Fragments of Toybox [Pentagon],st4,16e2b3ea625c3ea794d593e878ae35c2,2ca683fcf492da5069be3803dfb540aab3119c863eff2ad2b7701b42f12bd2ee,0.966,1.488,4.791,True
Rockstar [KOZUExtra],st2,1706b5d59b7c09ea492b76747cd3593f,a3f63d21ad6d409e665eaa77367ae24a07f00a4379ddb210f13234fb85ef30fc,-0.726,0.074,3.312,True
blue traces [(>ω^)/],st4,173d1f5f3977647bc3ddb8412f10a151,88797a53de622816ddcbfc2be9d664f9313a432ce6755048bfe933a032165096,0.486,1.584,2.976,True
平衡世界 [miracle],st6,175195e735b0d22e45a9f905b605afdb,954c058593ddf7151fbe30c6773eccdff04e0af54aa9d04f7a820c4f6d04f4cf,1.197,2.959,2.309,True
水晶世界 ～Fracture～ [GOD],st3,1758f4f1386835265fdf8dbb6f6ffb4f,140918d6eafbe340193c2824e3dec397b7c9345f2a8b224575c0e4606005eee9,0.601,1.300,4.332,True
Reinforced Soul,st1,1781746c6ad683f0382b4714131ed8cc,2c6d8a7bce66c58e3ed4169abff1ad513b61c8f94a9db8bf807f2d00bd4a689d,-0.586,0.227,4.865,True
Rhadamanthys,st7,17b5565d13642b90d311eb2c1563c41d,c9843b5dee679fcba5895a1cfa2cee444fe9b10c95136967bedc060aa5b07f3e,1.681,2.696,2.479,True
"P-ChicK-ParK(・◇・) -Not ""ChickeN""!!!-",st0,17b5d2500efe034ab377e85ee7a929c7,7b9bf627f90fcb1f8cd6e6f1e157f27a9de587e179be731c66651d6ea8eaf40c,-0.649,-0.013,4.398,True
Fly up to : the Sky [AETHER],st3,17d338c35f165386365a47beb1a2a942,dfc67946a37812e59af483a35004cfc5dc765732a7eafc92e691149e056419be,0.161,0.946,3.654,True
Schwerkraft [Dioga Gravidon],st11,17feecd94600b5eb6e6c30e90cc48353,b642df09d050b5dc3b63e18935e22ff6a3cf9f003d18d705f2b5410b33b9900a,3.065,4.065,1.906,True
Blizzard [Fierce],st1,18055a611e8b97f4cc760aed807c6329,0c06df839aeebb2bc01be8df97b9358fa9a11929e8cb4ce3091a7aa5957f2678,-0.358,0.484,3.565,True
俗物フェスティバル -Despair-,st0,1810130fde5b434f4008a215b57f82cc,f477cea34eda310814051d326be6030d7ebc81f3cdfbed161b2dc53e841e06cb,-1.093,-0.306,6.647,True
Rainy [GOD],st4,18a8109ae8f65222ab57570abcfae1b2,4b76ddd6a8ac574d24ddbb3f41c0c572ad5a43766ea67eb00ba344acd99a06b6,0.447,1.501,3.255,True
