title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
Spherescense,st0,4ad3d6fd738190796262510dd3619b1f,622d71f6e7f5cea8bf063013d656c11795cfd134d2250d03ed60571b66f2199b,0.811,1.198,6.827,True
recollect [失われた思い出],sl8,4ad963fdd1be8cdb511e5dbe476b61e2,5fe6d01889eaf33d9890d4b4b80e21e37befc1f180841794e70789a690d12256,0.376,0.702,7.650,True
SCARY BANQUET -Extrication-,st1,4b27ac124e5d92c71e9754099ca6dd5d,7263c543390517b6539c0c06c447b4c338db11fd7047f8130eb7dece2302947c,1.128,1.524,6.364,True
堕楽の園 [EXTASIM],sl9,4b347c77f74ff4880673448664d0d1ea,6fe6d7c9fddbb1231d7fb34f1e36343edb0bc72c3e7058f1e172f4c82774f1bc,0.305,0.719,5.737,True
SYNTHETICS [F0R ABYSS] (fix),st3,4b476b7c5ce51e435c037b4c2333d4da,ce01423ce167c8d67500a71eaf4b113a58cc8074ab288c5c6519170752ebcee6,1.324,2.059,4.363,True
slplsh [fLoaT],st3,4b69605edd3bf7fbb41fd679a4d21631,64326ee4e6b3da17dd85f70908fedb3a1f766fb1fa39c0029644266639e08a83,1.440,2.114,6.670,True
WAYLAID (Additional),sl1,4b6a3ed9cc78b8bc0f9ae76eba17b21f,7779b0e2c07e3e75dcac23e6a4babd22b0b5063c3a312f8b384208d168d0fa3a,-0.891,-0.469,4.135,True
テキトウInfinite love(BMS edit) [EX],sl1,4b85381f5d24f25aa61e2eaef967d793,799be0d1bbf35fd243f25b939ca2ae8e6389569f6b23cc631a8b93f4749b955e,-1.223,-0.613,4.753,True
LOVE☆BEAM (orange summer mix) -^^-,st3,4b9410eda6335db6c874ecd4aca9e3a3,fb9b71cf902d685e62b62ebae7bca214c0cfff0de6899eeb0abc1d7f06e54035,1.458,1.868,4.199,True
8bit Voyager [ANOTHER7],sl2,4ba593cb8a3550f34e913f9027ba9e5c,44f35b6d8e34d996ee5b1083bff7917a002e2c5f5c4ad866abfe017e973d4c29,-1.078,-0.272,3.765,True
ETERNiZE [EXTREME],st1,4bb844bb29b847786c14313e1f61e62c,384f8dffa65e9887419860c2e7f410b3429c4bf2dc3d9a3c06ffe2e73ce980c0,1.029,1.403,6.653,True
アキシブターンアラウンド [秋葉原],st3,4be8eebd7cb5626c338249747be577c4,f14a520785a1ffb3475577c1fd7d438d8e638698d84f843a641023ac3ef153ed,0.814,1.784,2.568,True
Arioso Killer [Bloody],sl4,4bfe7f569861244c86fde2177f3fb716,d87a86feb52b6b3d1cf8b4472da64ce37c01c7c05c2012710047eb281b713eba,-0.379,0.122,6.122,True
Pandora [ANOTHER],sl1,4c086e143deaf315f8f4d0cf1bf8b527,1e3ada5c908bfe812faa3e6132821dc27f021d93c54c61a7fc2f92471bc4e972,-1.334,-0.884,3.894,True
Romancecar (Kukan Junkyu Edit) [Nemesis],sl11,4c0f369bdf3cd195fab755481a78bde8,5745b8545b132bb84bbf42a37afb063c87005e6a0699eb5f58429dbf493b2e97,0.674,0.986,7.316,True
シレノ [CATACLYSM],sl10,4c1a2f2f102e89153e73342fd7af1c96,eaf17ffb54c40968a655e4c1a72e9606455dbd2a5d2e0174499cbc4b6ee48851,0.402,0.850,8.348,True
クロートーと星の観測者 [MANIAC],sl8,4c1ca130592c2b0d1bd0b55cceb94f5c,11a4d58a4fc19356eac677b841c8e4fbea4af95feda7835f71d32982bf8db038,0.020,0.428,5.474,True
Chocomint Mille-feuille [Jammed],sl11,4c286f9ab3ef84375afd508a5f084115,40793e85b1864a36d2b7b2a64b84d4d6ce7b9fcb1338a406e4cdbf343961f76d,0.353,0.980,6.700,True
インフィニット・パラダイムシフト [yumether],sl11,4c4e384172c5eb1cdea72752430bebae,2abd2a0fcf3179d55a9df2f0b6bd0a3edb47074359589459d7897b6a0eb42aad,0.577,0.905,10.903,True
珊瑚郷 [ミナソコ],st4,4c65c1bdf43f9da789bb9e8929c32cae,4ed223a29426eaf46d9638d72bba39495e2f7b87f28a299cd85fce76b3cac007,1.232,2.004,3.503,True
"Farewell, sunset clouds. [E]",sl5,4c6b83d01a07901da835c387bdbd4dfc,952eb434954d65eecb49427e435cd8be6fbfcd7b408a5a515ede9b3b78d22fb6,-0.382,0.122,6.304,True
Fly up to : the Sky [Insane],sl3,4c756edeb68d70960989daf1d1aae9ed,e099f437263fb2e91675e8b8800f8e18b7fdc948d09856dffbb68321299c2da6,-0.252,0.090,5.643,True
Artificial Rose [Replica],sl8,4c75b2e852718a5bdb7235b51a8dc878,777c6f8e503abdca40ed1b134d872eaf1e90527605e9860191032be56458d9fd,0.369,0.666,7.545,True
ピアノ連弾的「You」～ひぐらしのなく頃に～ [雛見沢大災害],st4,4c75dba922510d566b65005480678041,49b31efb11478995eac0cfff17d0b875acd901c40284781b34e691b1f30a77b4,1.578,3.110,3.230,True
チョウの標本 [Practice],sl0,4c7c8b03fb3f7e3e399571a9b30a58f5,e640363f82904d3a8cf89d9e6c1651125eb760cbdb2f4f9aa0fab9aa8fda8924,-1.591,-0.974,4.319,True
NightTheater [Thriller],sl3,4c8d82ccf93dd4ea622201c89d2fb6d9,26997726dd2f6d38e0516e544d0022133e641822571454a8499a9e3f958760a3,-0.567,-0.116,6.171,True
KonfliKt Princess [Maryther],st2,4c9db45402ea6d985b1038634962403c,882360765ca0d0ff4898f69afda7b8ff9cf9b605d3e862c0d5769ad485ef21bd,0.981,1.764,3.891,True
before... [mood],sl1,4c9eac48034b36614e00c0b957db33b0,a663bdee71f4e0df3d6e4b45e4098eba7f4ddaa23df2fc12ac2339f668d35313,-1.016,-0.483,4.327,True
ラケシスと永遠の祈祷者 [Sanctuary],sl8,4ca647a61e781803b2d7bf54f0d582c2,e483ad6f4aec9069ae8eab093b7ea71fe9804f2659cb49c9e11397a50774fe15,0.274,0.687,7.254,True
Titanomaquia [Tartarus],st4,4cab0307812e6b3137c7655c30546134,360b4f5d707c602dd28f97e9f73249e6fc5819f137fd839212c724f34d154045,1.636,2.613,3.679,True
Lebensumlauf [BEHEMOTH],st4,4cae94c0cab5d4e1e811916e89c50db2,83cf40e8fffe784b4313571ab21b800b06f714b15994e4565ff4ec5715880e73,1.881,2.553,5.457,True
Tribute [Black Another],sl10,4cc2c2ecc2bc384b0e8e4628c8fa208d,b688404d5049378800c0e3057ba066736cec91341084d47622644e9350a26674,0.339,0.761,7.368,True
NIRVANA [SP INSANE],sl5,4cc3a2ae8ae0bfff7b1bbe65c0093e2b,379df1a951ae1ca9aad2e9f4d9975c54987faf2c8a9e9783c250acc2a88ee618,-0.381,0.110,6.566,True
Luminance [Lovesick],st1,4cccb944fa722f7f63ca741b17f8a2c5,3378cf8526cfeef63260081a616702d1dcba2209733143e62673b4aeb14b10b0,0.833,1.188,6.973,True
四十五年ノ雪桜 [Blossoms],sl5,4cd11865d33ca347dbbfba3f90480e4d,30d0dc3bdc44c4ac0fff34ec3ce4119aaefa7f5ef735335fa7379016da3d39fc,-0.346,0.001,4.549,True
RETROCONNECTION [Atharther],st1,4ce4192905d9490f140b84e748624647,8dd7da680e01ce32b6c0373013c99e7f9be62d1e953ea4378650ede8e98b994c,1.026,1.494,5.582,True
Passionate Stars [SP ANOTHER],sl0,4d030a9f6df66c89642ad07705e29bd4,3479ea6c69381ba74eb91cc9adc91e3ad10f645b97102b6bd744318d1e461891,-2.449,-1.570,3.632,True
虹夜パレッド -SP HYPER-,sl1,4d0abe87b84a32f220a125b2f379e29c,3b38cd70db6b34b48d1403bf7049a6fc2ea554efb8145482d668336081e56507,-1.915,-1.106,2.445,True
"Shamshir -rough Pt.2- [7key,Another]",sl3,4d1134c252eb5dfdf5dfa2424b035a89,73210ae1166d9ea73bb8f4eb39ff373e598c138e198aa89b97a2f2543d0fb06f,-1.075,-0.296,4.553,True
Strawberry Mint Chocolate [さいこうのともだち！],st2,4d13935cc73841a8755dd1c44a6a0e4e,08686cef7888fea80223d748b6b3ae5b44e19c6f322dc7d62a223333ad9cf377,1.276,1.966,5.460,True
G e n g a o z o -Screen music- -SP MANIAQ-,st2,4d82215f72cd4233820044302e5430a9,800d0ea912dbb971f3f01f5dfb49effdba11eca1def3f566d4fe080c73e325c9,1.241,1.804,4.026,True
John and Robert again lied [Loft],sl1,4d915614285e3e29942c961ce4bc9adb,0ecea59f9b31ec121412a853c6061a67a17b08c98f9e7c1a2bc7728016322d68,-1.568,-0.787,3.693,True
+i m a z i n e x o+ [returned nemesis],sl6,4d94884299fa5df74c8a05492257134e,6d1bf94fedbeeb9ede64c49a34e234491a1e88ef3f448d5de81a13bc8343fa8f,0.177,0.413,6.983,True
ラケシスと永遠の祈祷者 [Stella],st0,4d9f062b2048d3c11062449b48e81488,2dd12110cbb0e5eeeed0711223ffd33c9b434a25ee7d89e1f10b08390189342a,0.744,1.075,4.092,True
Dreamy Fall [EXTRA],st0,4da9cb02032277b8bb05bbdbe1b440fc,d2529b90350a0fa15091a3fc3476dc3605481ee62bf271546bfc99a707f29dd3,0.581,1.066,9.700,True
リリカと魔法の言葉 [ZOI],sl2,4dae609e5f8eca718e30110d582fe268,a224d7ff4ba8eb56e7aa72ad5e37b2d1be6f8e85d0b17d1db951519ce6f6e059,-0.681,-0.195,5.147,True
Second Synthesis [7key Extra],sl1,4dc22308eb254f088ead286be4acecde,39922362c8cc203a860802928ea27f0d8551a6da4f86871195517c544f303fa8,-1.372,-0.772,4.151,True
Prismrose [Blossom],sl2,4de642df5814292d66db1f011f63a676,8d1d1deb26bf3331a6b4c0933aa4475d11bf5a91ced162a2faed7d8e895bf9c2,-0.478,-0.140,5.369,True
花たちに希望を [akather],st4,4dfe267c203adc4d98989ccebd66271c,813842a8f3d336053de84002cd3af0a5ad040bf7b9166884e5e1755d6158a821,1.558,2.192,5.249,True
Anosognosia [SOBER],st2,4e4b4ad8f3080342d97350b539699e34,34b25e5ef4a1a83c450e543d965fbf24cb8ff993e3ca1ff00ccae9abcbe575fa,1.308,1.907,5.087,True
Snowdrop -Luna-,sl10,4e68b2d6e049fe2ba7c45a0dd46ac4e8,f1ac0430139f18539d99461cc079cfdb11e840d3e434e1583eaa1a4bf1b580aa,0.633,0.893,7.647,True
"It's ""alice"" dream [I want to be...]",st4,4e75cccd709eba514c0bb962d823ca89,ab0c2533aad5d6984ce53a6339bb9f7f635fd3c0398fe21291d9952e36112163,1.670,2.486,3.881,True
DAYBREAK [FUTURE7],st1,4e83a16bf10958458c9ef371674ca34f,373a236d2f8ad5248372a7ebf38a9a47c3f50986518610af7d8f062cff239a20,0.915,1.415,7.507,True
Cong＊Chu＊Jelly [mint flavor],st3,4e8f460102a15b8b885955cf3e094a4d,6d278ba25c886ca565e81b7f1c752a9fcf49579c42bd9f95996484f175c0731b,1.181,1.797,4.858,True
Schwoeren of tears [Liberation],st2,4e9e2376f57290e0ef4d453c0c691b91,be7a5ed2e43d2a690abac7dc29255fc66a468be318f73fe3480d7e2f912e814e,1.030,1.733,5.779,True
What's Limit?? Pt.2 -Hopeless-,st0,4eb644ed80f43a3647a1342a414d4863,05d57bcac4e03d018a8a88cd2943367fba214c2f2eea514ff904d195d0982ffc,0.496,1.079,4.492,True
Bittersweet Magic [Chocolate],sl2,4ec68568d9ddec8132b7bfce1ac9fdce,110ebe0dbaf14031e4a02539743889a8a421bbb879fd39ef172e7ee8d481817f,-0.605,-0.290,3.929,True
the scenery [ANOTHER],sl0,4eeb12b59b788df52bb4573645bc8a99,f76b8aa2fa0a4c504af2864a3ea5be9fd7522c33269502c36ce1d112d9024aab,-2.389,-1.555,1.899,True
TRI-TECH -Xe-,st0,4f050ea8f59ecb5b567d8d75c41fa799,d65f2f55a90b5836ae6c02655c4eff93994da5050f312f3dc96d3f09b55f1dd6,0.714,1.205,4.936,True
Arcadia -幻眠る-,sl9,4f062e0b6a5143dca909152a316f05de,4cb7dcf2ecf698f7a7e3ea16d1c0e38d10d093d31cfb265b22e351134e19047f,0.339,0.654,5.260,True
AN ENCHANTING DANCE [B85],sl6,4f10667183f0b45432d71f9ef26e3e08,940d29125a1c87d4ba2f6718a792dcbe940d49ae9dff628e98bc2d15885872fc,-0.075,0.367,8.049,True
東風谷早苗が悲しい顔をする理由。,sl1,4f24b7ffca9baf218b6daf3f5e363938,c83b4c4bf9eda9456d12fa9e9f409db68006992b3a1a683b20b7337305bf3465,-1.474,-0.792,2.660,True
Replica [Decadent],sl9,4f309e849386c62d56e67899bdc3a761,36f71f08c478ca15bb8a4dfc4c1aa9d4cb14b8829f5d0cd5485fc51a3271b7b1,0.483,0.803,6.408,True
Lots Of Spices [甘口],sl2,4f3b5403ec82d5f2cde0a88c13c12a23,7de2a99d0f4c9345c947b3f7c3a3bcf4e37ca55321c61ae7f9409768dc774a82,-0.523,-0.069,4.838,True
Ena (Radio edit) -Ex-,sl12,4f48453fdfb53cece4c96153dbf5108c,df24d64ba976ce2fa8c05e486c5f6d5b26ab083e226a05f912b08bd82f9cacb5,0.497,0.946,6.219,True
炎花 - flameflower - [ClimaX],sl5,4f49e165b2222bab7afd1015c62f7940,71a405caf5145d32806e44c971e2f885b8d7068fa0b3ecf236d1e75bb718cef5,-0.009,0.266,6.885,True
Orbital Drive,sl2,4f60d60fb3195fbc0e198bdc08e64aac,a28713cc0cfa847c772c05cf23886dd3f9b4c989a82748f7a18349a3cab57306,-0.859,-0.260,5.443,True
Death Opera [The Phantom],sl12,4f86c4d20af4d619f9fbe693db0c0d30,bc2c1fe763198d8fd3999d54c15f602957bab14967f4c8d2113673805abbfe99,0.702,1.084,6.454,True
あかず [SHIPPO-ANOTHER],st2,4f88c1d2eeaf7cf2335b75473b8359bb,2b61c7f723a3fcd2cb2585e429932472f8326e1e809a119092c3024d9958728c,1.197,1.794,3.859,True
+i m a z i n e x o+,st2,4f8dbc1b122c133f1366c6cb8203491c,4c6cf2d3988bca6bdf5ed7d998d684c85fa33ea43fffed802f38cb2e958fce65,1.365,1.855,4.762,True
ドキドキ☆ココロ☆フレーバー (Lemon beads Hands-Up bootleg) -BMS Edit-,st3,4f98bc163f62b147cc4fb80e791acee6,c5f64572c401224d1480131352f874da9e3b331bda79f46c9f1dabb29440df34,1.679,2.237,4.928,True
E reviver -imaging you- (満月),sl11,4faa5ba5f76078757c24bdb0cd5c3731,1401cdcefc16936c66dd70054fda3e727bfa2e1b0d7727c6ec6615e08cecc790,0.623,0.939,9.035,True
Titanomaquia [Capsule],sl8,4fb29c567f091764d50c58fe152eebf8,abaffa7f5af438c90f89755f797f0c99e35ef1baaebaa12ed063389943c3a723,0.245,0.667,6.750,True
人里に下ったアタイがいつの間にか社畜になっていた件 [HARD],sl4,4fc69b1a5567cc0fc2c6629fcf02371d,daa4464e534afde2e48504fc23bfd801fabbff4d548e5507ac7388b4cbcc3ca8,-0.347,0.103,4.991,True
海神寓拝 [for whale],st2,4fe71d66b9de769681fd01f85f19eaf4,9b2cdb55202fcae8161433669a3d0bc26f1072905efaa88ad3d941702ade42ee,1.035,1.218,4.239,True
You are a liar. [for some reason],st2,4ff5ec9aa5c7961c90e1f6167afe2ebd,e82504a86b879e104a313b2553edf62c51f3b875d37666d03320df316a65b0a6,1.573,2.120,5.251,True
Memory of Paradise [INSANE],sl0,4ff9273ec8a50883d701f00e0c64504a,ea9f0fe32de47b214cd02d953e2a36f71cabfee3fef9d06422e76274f962a185,-1.678,-0.999,4.277,True
Luminescent Drive [Beluga],sl6,5003fba21f6c80b06dde12ad0b5095cb,af6a22f40f2e955051d7c141a4450d01ed6aa8d76bbc219ff716b3dddb7f604c,-0.035,0.424,4.051,True
Krave [Another],sl0,500975f48ee67417d2c223bc18b80d8d,ccbd161bb4f8140ec19566f68c7403c0256c9dd09f60afb813ca645bcf7b4b35,-1.820,-1.032,2.509,True
GaRaKuTic Dream [Maniac+],sl11,50266131ce611676b71929a1d0eea1f2,159ab20a721999bf8bc5a3f4034d2eecd16b398ca5f311e5dc5facb0e521519a,0.636,0.996,7.050,True
Cosmogazer [3099.10.13],st2,50280113fbafc370d4af997848b355d2,591c9167c7bc5e4a2d21f88ae7b44d4878068c39dafa4c47aa7a00353f625489,1.112,1.735,5.443,True
スーパーイザナギオブジェクト [yumether],sl7,502f2e31b37878df952c8bcd54b4e1b3,0a55f8f493f9a1429f6eb8f94683cccbf94506e656fde3141c5d2afadaabc753,0.187,0.535,6.876,True
XVOTO [ZOI],sl3,503fa3c8a93f4000b19857443e9edbf1,4d955c62ce6c678be823835525bb86f672679dc6802e65c7aeb1afbcf36192de,-0.847,-0.291,3.647,True
ココナツ・アバンチュール [SP BLACKANOTHER],sl7,5043ca33fac6f0d2078a4c04ebdeb729,f3189cca69eea78eafa23d2b7cefc1dd4d0583d86ca3b60b62e9c9e0656abe9c,0.141,0.590,6.197,True
Destr0yer -Last Song-,st1,508caa088da8d50603cfe1389585b0af,a4515925232199c7d19df35fd5c3795ad7f8f06574e2acbf06b5d2d10cc3f504,0.995,1.461,4.694,True
禁忌と緋色幻想 -The Primary Plasm- [rather],sl10,509178355473f091dea516fcdc3472f7,ae38034252863fa9520e5ec66f897d031a9e96e9496081853d90d88c4bbd2f4e,0.495,0.848,7.273,True
Dog Ear [ZOI],sl1,50976fd0bddbdda58a72c0ad36a58f55,4210ee877ccb52d56191ebf72c19c7bb84b615add34c39373f899f4235c0d13f,-1.113,-0.428,3.702,True
Cryonix [Assault_fix],st0,50bc3fa82a285a269fec54490af80c52,cdc453d146d04e9278ebd733bd0062391cc05bbdfc8fbad85a1ff1a680c46d72,0.932,1.317,7.421,True
Elixir [BITTER7],sl2,510a26c813c41de416268278d1a1adfe,16c9d2a79d5423ac5140a5d0585afdba68b0aec1ef9254a1f09ae9c205d07c15,-0.976,-0.411,4.370,True
MMXI [EXTRA],sl6,5146a7f4c4cc30f685a557de4fa143e1,bb3ca81bc4d54149a460856916ff097986d6fc964b5db942058086cdf9ae9a1e,-0.000,0.395,8.423,True
Happy Ending Story☆ -TrueEND-,st4,515ef0685a13ed7432702bde38011112,2148d90b5fa0c9d2c20b83a8772fa15010439ec4cbad65ab053e1e120f101be1,1.788,2.382,4.919,True
Cockroach Cooking [SP 10万回再生],sl11,51616f7b026c69c08f2b874d073b5f85,5f27768c26a919a51fdc467aefe4f1bd7429f949d13eaeda6ae4ca3606704d02,0.376,0.909,7.736,True
Espresso Shots (ぴょんぴょん),st1,518c27df28b90cc4043961b295f3a477,da3ef1dd6e7f52e1521c3d08b549d16666f340894afc1acc764f2bd551fda879,1.166,1.420,5.480,True
黄昏のメロディア [ANOTHER7],sl0,51b5613d5a3b783bc6b8a3bea5e8d7fc,631291dec944f6b4a204c5110d64cf1a3004cc3de8262348461e2b53dd847219,-3.263,-2.504,1.219,True
TURNDOWN [Hexagon],st4,51b8a09bdf4b7ed0b4110498b96fb45d,500eeb813212e249a7cc5ef41da513d7c7e2a9aaa72d125c2f64c52c94e378b8,1.805,2.566,3.981,True
Girl's Heart ～人形少女 [Dishonest],st2,51c54a58f1b9c6a6c9f9642ec2779370,3fe69f64d2d1793b2ae1cae777c5550bc1a041f907bbd63663767ac5545c698a,1.407,2.122,5.168,True
The Mighty A [DAWN],st3,51cfcc119aa3b4b517299c69e2c1d943,3f1b556eebb3c23fc62c04f305541d7f2e9afe13f6359dda2b42117c36d0ce91,1.389,2.089,6.009,True
How to make 音ゲ～曲! [SP ANOTHER],sl4,51db12e2efed6a9ebf867ad61ef90805,f4eca01e593bc98d233335c95c88a271ddf5743f5d12af3562eabd229180116a,-0.209,-0.026,6.266,True
Toki [Hrs],sl4,51ef41dc324468db932334c0c402e5b3,5bfbed4d55b7d79e8d3ea80d4866e5e481bacb1733fec923226ad12d43f23b38,-0.465,-0.075,4.652,True
どうか私を殺して下さい [INFERNO],sl12,51f9ce87e4a377f8009315568af297a2,20cc5348c31b9552a459c0dd3913aeb790b388b3aa6e63a9adbde8d23981474d,0.651,1.090,6.666,True
Psalms ～魂の還るばしょ～ [SP ANOTHER],sl1,5218c51ab40bf345c74cd399f7b88fdb,3b66a66cd6f30fc283b3253fea9e7729d0b40a4a8959091482de71b4e9129e07,-1.287,-0.657,4.196,True
Blacksphere [SP Another],sl0,52265862e46b3d12f65c84f30ab7895f,737784c15699128566336c51c7bf063374d68e98c1f9af8684a34aeaf20954e4,-1.910,-1.045,1.854,True
After The Rain [Drops],st1,5227a17ac5adf4f1785a181079446b66,f07a149f41f8789f0d0806e1559a6bf053762a27fd634ed19ce7de670b971782,1.186,1.633,4.467,True
プナイプナイたいそう [SP ANOTHER],sl0,522ce11990d09b94e515b653705be4fd,532a76cb5a42dfccb2fdabc06624c432dc930f1aa26a067e496818ae9d79dc36,-1.728,-0.971,2.462,True
the lost dedicated (extra),sl3,522eedd7a126eeb71ec1f54adc15843e,a5730e6721f225ba9affa664cdfe87f09da918eeacffa571795ef47b7423c7a3,-0.697,-0.236,4.127,True
underwater sunset [ライス大],st2,522f86c3d144f7f17c2fe29b77d02d3c,0338453138e3b5da88c7783dcc4402dbf70c64d8733cfc43624bfe7d5b687a77,1.031,1.574,3.766,True
Engine [V8_fix],st3,523229d320b18bfe7816e8f29f8f4e59,2ee599cbc618a833fbee99dc6809fe8d80cce6ee12e5d1941ad8ae41df600919,1.439,2.734,2.943,True
Breeze [BITTER7],sl3,523835bc67ef5bc9bb6f19a61fbea7ab,be1f474b1407e8fdcb50bf37405260294b4a686d632327ad75724c19475a305f,-1.040,-0.418,3.981,True
orange tea [for I],sl1,524d44991a3ff923bd4d7a5d55991500,6c4019fa3716ecab03dd46a56b3b7b4bc2c4274190ae6b00fb7af29e43d3083e,-0.917,-0.444,5.000,True
Strange Night [Unstageable Chart],st2,526c00a14b96a415809b9d09995030e6,a995adf577c838c839e08aad38bca6689573fdc5ca77c29c93aff3ecd68ad737,1.305,1.810,5.274,True
arosonik'A [ヒム子],st4,530bb8a64ae5718c7485b28a8a930779,4812ab0ace408fa9c12f7910af07aa1dce130104d3faf34cf6701d15b9af8ba5,1.616,2.406,3.141,True
お兄火 [ヤンデレの女の子に死ぬほど愛されて眠れないお兄ちゃん],sl6,531b646233a9bbb38aec58dbd2d91937,791788deb68a3f32043ae750f6c789404b99584092bec356bcb295cf922379d4,-0.045,0.392,7.926,True
Zer0:EX [LUNATIC],sl5,531d4f1ab1b31975c598f6b23eb040b8,266b676ed2ce5b17a9d1b2601bfa26096380dc2e1d82d0f1872c22f7d5be55da,-0.001,0.238,6.567,True
Rin-Rin [F],sl9,53324b4496a1ae70dfc37645c12d3c98,9bb55dab94ef750348c1658a2adf58b2f23c313e3dbffd70ad480d91eb42dfc1,0.237,0.560,9.608,True
Crazy Sweetie Glitter Candy Color [ZOI],sl1,5341f00deb15193a600762377175cf1e,902526d195961065dc6870207369a65c6b103fc3d4c4b0eea53ff4f0e1d51f10,-1.162,-0.647,3.666,True
Cosmogazer [2844.10.10],sl12,534409cbca9a2be1c13378da90b0be67,4610f935c8d04443746bb396ffe1acb3e5882082145c95900d4488897eba102f,0.814,1.170,6.942,True
Go forward [Fighting Gachi Way],st4,5349409d61f8152d2181db284350f16e,7a66aac6375aab4db5b93961cbb7e74b5368e2f9fa288265fa4b6d2220890655,1.311,2.230,3.480,True
FIONA [DREAM],st3,536cc21edc55c4df9e2aa998ccbd1f8f,583220aca84afef710f530f27d0d3230016b509cf69772d995a909e8fbf52658,1.303,2.499,3.632,True
ひよっ子サンタと雪の街 [クリスマスの悪夢],st1,5375e99d530e6712c0977a3cf02b50f2,da53f6a052449fc0552674a93415dea332bedeba00775955a9da7387eb5599c1,1.039,1.434,7.411,True
gayguy [gachiguy],st4,539b7cdd13ecfab17bc8f02b947a12f2,80e52cb9ecc562baa19d63ae6bb0ffb0eda7da144f73c677f385e3faa8518171,1.983,2.941,2.848,True
ひらりゆらり水鏡 -another-,sl0,53b47b074b03b421e1ee29cf5db4e6de,a96fff27a4bb5259e6f216a2ddd4a7195b76a62824956eebe44ec5503529efb8,-2.079,-1.300,2.205,True
Overjoy ★ OVERDOSE!! [LIVE!!],sl2,53e7077450dfdacb1e49ce59e12c046a,5e05d61bbc3604536de09836d608ae1ae720020ec4b86a99580316653216b5a6,-1.335,-0.676,4.063,True
超絶速鍵練習曲第一番「銀世界」,st0,540ad15cb16c6a7f4e5f5e3613135bfc,79903429a469171136ed813f8a759d9e8dddb5bb113868570dc1de4ad91796c6,0.824,1.368,3.878,True
魂姫～たまひめ～ -虐-,st2,54188c995465c15a0e0f44c719cf09d1,24e6eda5e66bc0f9c643b5e3ab9373240e543a4c6ff16300dd887f08f6d76900,1.131,1.730,5.305,True
王位継承 [伝承],st2,543523332bfdc7b8cbf2ffb06e02052f,557487663452c1ac42de27c2ba25876f6dbf27b2693e178de8347ae19403972f,1.274,1.731,4.788,True
テウメッサ -Violence-,st3,543b86fd4db6e129123387331dd3b7fd,a770f7028800c9d7f1653d1f570e94a1b511a77ace6b22dab4a905067a651075,1.359,2.091,4.363,True
showers [SQUALL],st2,5447d2ecccecae48e8a2a17736f9f5b4,5c141c84ed41c2fd7e92cacb50ab39305e1aca43502e485d2410f8e0b9d029af,0.915,1.650,5.291,True
Say A Vengeance -Hope-,sl0,54771de79f7787aa3c63aff7f78eff97,1bdf8bf6fc206c1a17fc9b2d586a9e41821e5406ae2a4d2382798541b95025ae,-2.536,-1.680,1.618,True
Knock It Off [ANOTHER+],sl4,547c796d8c5bd20a1bad385a34c1e7df,c8bf897b96220e4de1bd3d6936391f9a3116c79336db9f86377ddc383f3f5bef,-0.150,0.103,7.480,True
Pixel Princess [Peach],sl6,548879842242c5838e57a9cedaf93022,d7bc08190694c70047a25d884aa1c9c95f00198dca1686ca4940c84ae0b12328,-0.189,0.335,6.065,True
Dirge in Magenta [SP ANOTHER],sl1,5493f9a488c8d3ae64742b74770d9fa3,cde08eaeaa5cfdd64874c542d2109bdcb1935a03a3ac0bfb02b1164728923d55,-1.301,-0.714,3.746,True
Schwoeren of tears [Restraint],sl8,549ec0735b3a463dbc308399bef83cf3,c4b69313952c63f5e1d690b66db8fe3e93014fcfd6855e26aaa8a308bd165696,0.069,0.543,7.697,True
地獄の業火で焼肉大会！？ [ZOI],sl6,54b5c1308567fd9d175482abada00fa7,05cb0eb9ec7a77212cafbe187c484657bc96825ac8bece4d6883dffd48c30635,0.128,0.441,4.709,True
IKAROS [HARDEST],sl8,54b5e92e2dc1721500683d173c556ce4,ffea6dcb4418ffc58c87b7657e717ad6afcf5ec3dde5c0fab2e6c8115bd5aa3c,0.215,0.579,6.665,True
人形楽団　 ～ Puppet Ensemble ・∀・ ～,st4,54bc9866068b70a4d2e3dae6d7656c9e,9db6856e44c90ca2113a4b3d8fc1e71beb899120202b132bc6ab927d6ecf4ff2,1.755,2.419,3.589,True
にじいろクレヨン -Eb-,sl6,54c66b5c0597ca3b95672b2e7440433e,4477856029b1a6889d42554f921c270b85f5476b724e02ab7f2f6d540e53acc7,0.050,0.387,7.813,True
The Island of Albatross(Flight to Twilight Remix) -EX-,sl11,54e34fd60c312a03378a60a74ce45002,257818da34b9e7517e713f6e359f2970fb9150eda237387ce452b830db2dab05,0.765,1.002,8.025,True
見送る一星、無我のソラ [100 min],sl1,54f438fa75188b54064e8bc983b264b4,8be5c0ea0a2c7a163af408e339810443b721345f60d630b8b06e10e18ead2941,-1.022,-0.563,4.280,True
Hazy moon (SABOTHER),sl8,551536725e3277895255dc560b855eb4,6be67b3473f1ec155c5fb7d42f40a6589c35d121fcc96fb8e19fec604765a1c6,0.397,0.620,7.554,True
夜明けの少女たち [triple],st3,55175a61f06b704b6c4849fbabd473cd,d2aa3fa410228a02d7f16b5722564850d42a6919a1fab5f0d971fecd186207e2,1.309,1.519,4.574,True
